pickup_datetime,dropoff_datetime,passenger_count,trip_distance
2023-01-10 11:34:27,2023-01-01 11:49:43,1,3.10
2023-01-10 11:13:46,2023-01-01 11:31:19,1,6.96
2023-01-10 11:26:21,2023-01-01 11:39:12,5,2.67
2023-01-10 11:56:25,2023-01-01 12:06:22,3,2.81
2023-01-10 11:53:23,2023-01-01 11:57:27,2,0.78
2023-01-10 11:38:43,2023-01-01 11:43:54,6,1.20
2023-01-10 11:18:06,2023-01-01 11:21:14,1,0.62
2023-01-10 11:33:43,2023-01-01 11:44:25,1,2.79
2023-01-10 11:27:15,2023-01-01 11:34:59,1,1.70
2023-01-10 11:10:40,2023-01-01 11:14:39,1,1.96
2023-01-10 11:40:17,2023-01-01 11:54:00,1,7.33
2023-01-10 11:57:14,2023-01-01 12:06:18,1,2.11
2023-01-10 11:36:31,2023-01-01 11:49:45,1,2.90
2023-01-10 11:12:17,2023-01-01 11:35:38,1,7.55
2023-01-10 11:42:13,2023-01-01 11:49:21,0,1.20
2023-01-10 11:22:34,2023-01-01 11:25:34,1,0.45
2023-01-10 11:36:19,2023-01-01 11:55:09,1,3.90
2023-01-10 11:32:55,2023-01-01 11:54:37,1,4.90
2023-01-10 11:35:56,2023-01-01 11:40:30,1,1.10
2023-01-10 11:51:48,2023-01-01 11:56:19,1,0.70
2023-01-10 11:48:36,2023-01-01 11:53:59,1,1.13
2023-01-10 11:51:42,2023-01-01 12:01:18,1,2.11
2023-01-10 11:34:26,2023-01-01 11:49:44,1,4.35
2023-01-10 11:47:17,2023-01-01 11:49:43,1,0.43
2023-01-10 11:40:14,2023-01-01 11:40:34,1,0.00
2023-01-10 11:41:18,2023-01-01 12:22:07,1,12.37
2023-01-10 11:25:35,2023-01-01 11:36:00,1,3.21
2023-01-10 11:51:18,2023-01-01 11:59:40,1,1.24
2023-01-10 11:22:06,2023-01-01 11:36:04,1,3.40
2023-01-10 11:24:35,2023-01-01 11:28:51,1,1.03
2023-01-10 11:42:27,2023-01-01 11:50:39,1,1.14
2023-01-10 11:04:28,2023-01-01 11:10:05,1,1.27
2023-01-12 11:04:48,2023-01-01 11:21:02,1,4.31
2023-01-12 11:54:54,2023-01-01 12:06:08,1,3.59
2023-01-12 11:54:27,2023-01-01 12:02:20,1,1.40
2023-01-12 10:59:56,2023-01-01 11:08:07,1,1.56
2023-01-12 11:41:32,2023-01-01 11:55:02,1,7.38
2023-01-12 11:40:34,2023-01-01 11:47:39,1,2.46
2023-01-12 11:55:10,2023-01-01 12:12:28,1,5.30
2023-01-12 11:09:23,2023-01-01 11:24:46,1,3.20
2023-01-12 11:43:04,2023-01-01 11:53:57,1,2.32
2023-01-12 11:02:38,2023-01-01 11:09:33,1,1.20
2023-01-12 11:52:41,2023-01-01 12:04:04,1,1.96
2023-01-12 11:46:42,2023-01-01 11:58:41,1,1.95
2023-01-12 11:10:46,2023-01-01 11:52:44,1,20.55
2023-01-12 11:40:45,2023-01-01 11:59:08,6,3.36
2023-01-12 11:32:40,2023-01-01 11:42:50,1,2.36
2023-01-12 11:49:14,2023-01-01 12:07:20,1,7.80
2023-01-12 11:22:00,2023-01-01 11:28:51,1,2.57
2023-01-12 11:45:52,2023-01-01 12:02:29,1,8.24
2023-01-12 11:26:46,2023-01-01 11:42:14,1,6.93
2023-01-12 11:01:44,2023-01-01 11:10:16,1,1.71
2023-01-12 11:49:16,2023-01-01 12:03:00,5,2.17
2023-01-12 10:57:21,2023-01-01 11:10:49,1,4.15
2023-01-12 12:11:05,2023-01-01 12:20:45,0,3.40
2023-01-12 12:56:11,2023-01-01 13:01:06,0,1.20
2023-01-12 12:18:30,2023-01-01 12:22:54,1,0.44
2023-01-12 12:35:11,2023-01-01 12:40:50,1,1.10
2023-01-12 12:31:10,2023-01-01 12:40:01,1,1.11
2023-01-12 12:23:45,2023-01-01 12:28:56,1,1.59
2023-01-12 12:07:09,2023-01-01 12:13:26,1,1.40
2023-01-12 12:14:48,2023-01-01 12:24:40,1,2.10
2023-01-12 12:49:35,2023-01-01 12:51:49,3,0.90
2023-01-12 11:57:53,2023-01-01 12:14:21,2,4.97
2023-01-12 12:22:25,2023-01-01 12:26:13,2,1.17
2023-01-12 12:35:56,2023-01-01 12:45:46,1,3.20
2023-01-12 12:53:42,2023-01-01 13:02:59,1,2.71
2023-01-12 12:28:28,2023-01-01 12:35:54,1,2.08
2023-01-12 12:57:21,2023-01-01 13:06:34,1,2.79
2023-01-12 12:04:41,2023-01-01 12:26:13,1,3.20
2023-01-12 12:33:07,2023-01-01 12:39:08,1,1.47
2023-01-12 12:30:11,2023-01-01 12:43:54,1,3.11
2023-01-12 12:09:49,2023-01-01 12:24:09,1,3.08
2023-01-12 13:01:05,2023-01-01 13:15:33,1,3.62
2023-01-12 12:57:27,2023-01-01 13:06:09,1,1.48
2023-01-12 12:04:03,2023-01-01 12:21:54,1,6.04
2023-01-12 12:41:44,2023-01-01 12:59:28,1,9.93
2023-01-12 12:48:29,2023-01-01 12:56:09,1,1.39
2023-01-12 12:30:23,2023-01-01 12:40:57,1,2.20
2023-01-12 12:05:13,2023-01-01 12:16:02,1,2.31
2023-01-12 12:02:28,2023-01-01 12:02:59,1,3.40
2023-01-12 12:24:33,2023-01-01 12:34:05,1,1.87
2023-01-12 12:52:34,2023-01-01 13:00:42,1,1.67
2023-01-12 12:08:58,2023-01-01 12:11:18,1,0.80
2023-01-12 12:17:55,2023-01-01 12:21:22,1,0.80
2023-01-12 12:29:37,2023-01-01 12:37:49,1,1.50
2023-01-12 12:39:56,2023-01-01 12:54:27,1,2.70
2023-01-12 12:16:24,2023-01-01 12:36:29,1,3.35
2023-01-12 12:22:03,2023-01-01 12:39:34,1,1.94
2023-01-12 12:00:41,2023-01-01 12:11:43,2,1.51
2023-01-12 12:34:12,2023-01-01 12:52:53,1,0.00
2023-01-12 12:09:16,2023-01-01 12:18:48,1,1.78
2023-01-12 12:20:12,2023-01-01 12:31:02,1,2.32
2023-01-12 12:45:43,2023-01-01 12:51:05,1,0.70
2023-01-12 12:57:07,2023-01-01 13:08:29,1,3.02
2023-01-12 12:28:29,2023-01-01 12:41:31,1,2.12
2023-01-12 12:43:11,2023-01-01 13:04:53,1,4.36
2023-01-12 12:17:10,2023-01-01 12:40:23,1,6.80
2023-01-12 12:31:20,2023-01-01 12:36:45,1,0.88
2023-01-12 12:58:07,2023-01-01 13:04:17,1,1.50
2023-01-12 12:46:53,2023-01-01 12:51:14,1,0.74
2023-01-12 12:53:13,2023-01-01 12:56:43,1,1.07
2023-01-12 12:56:41,2023-01-01 13:07:24,1,2.50
2023-01-12 12:21:16,2023-01-01 12:37:48,1,3.66
2023-01-13 12:56:14,2023-01-01 13:07:07,1,1.97
2023-01-13 12:09:16,2023-01-01 12:19:05,1,0.00
2023-01-13 12:35:14,2023-01-01 12:41:44,1,1.12
2023-01-13 12:46:17,2023-01-01 12:51:30,1,0.96
2023-01-13 12:47:13,2023-01-01 13:03:39,1,5.23
2023-01-13 12:34:44,2023-01-01 12:49:07,1,2.68
2023-01-13 12:10:33,2023-01-01 12:13:41,6,0.47
2023-01-13 12:52:10,2023-01-01 13:06:50,6,2.57
2023-01-13 12:43:43,2023-01-01 12:53:13,1,1.58
2023-01-13 12:53:04,2023-01-01 14:10:09,1,4.26
2023-01-13 12:49:35,2023-01-01 12:59:31,1,1.97
2023-01-13 11:34:36,2023-01-01 11:42:43,1,2.09
2023-01-13 13:43:17,2023-01-01 14:13:53,1,7.53
2023-01-13 13:33:00,2023-01-01 13:35:39,1,0.90
2023-01-13 13:50:24,2023-01-01 14:11:40,1,2.91
2023-01-13 13:51:59,2023-01-01 13:57:38,1,1.25
2023-01-13 13:43:23,2023-01-01 13:57:20,1,3.32
2023-01-13 13:37:59,2023-01-01 14:06:07,1,7.70
2023-01-13 13:50:56,2023-01-01 13:56:51,1,1.22
2023-01-13 13:42:39,2023-01-01 13:58:44,1,3.16
2023-01-13 13:07:46,2023-01-01 19:45:18,1,16.00
2023-01-13 13:07:25,2023-01-01 13:15:58,1,2.43
2023-01-13 13:13:22,2023-01-01 13:24:05,1,2.49
2023-01-13 14:04:05,2023-01-01 14:21:01,1,8.78
2023-01-13 13:09:14,2023-01-01 13:16:32,4,2.36
2023-01-13 13:45:35,2023-01-01 13:59:58,3,6.68
2023-01-13 13:41:31,2023-01-01 13:52:49,1,2.80
2023-01-13 13:27:31,2023-01-01 13:43:29,1,2.88
2023-01-13 13:02:45,2023-01-01 13:11:38,1,2.55
2023-01-13 13:10:37,2023-01-01 13:15:55,1,0.77
2023-01-13 13:24:24,2023-01-01 13:35:34,1,2.22
2023-01-13 13:42:31,2023-01-01 13:50:41,1,1.55
2023-01-13 13:12:26,2023-01-01 13:21:12,1,1.92
2023-01-13 13:13:59,2023-01-01 13:23:15,1,1.88
2023-01-13 13:21:42,2023-01-01 13:38:27,1,4.68
2023-01-13 13:24:10,2023-01-01 13:37:03,1,3.27
2023-01-13 13:58:53,2023-01-01 14:13:33,1,3.80
2023-01-03 13:46:11,2023-01-01 13:57:07,1,3.02
2023-01-03 13:44:04,2023-01-01 14:06:47,2,6.50
2023-01-03 13:40:10,2023-01-01 14:04:09,1,5.20
2023-01-03 13:31:02,2023-01-01 13:38:16,2,1.49
2023-01-03 13:45:29,2023-01-01 14:25:06,2,27.61
2023-01-03 13:25:40,2023-01-01 13:34:51,1,2.99
2023-01-03 12:10:13,2023-01-01 12:18:50,1,2.01
2023-01-03 12:25:05,2023-01-01 12:34:55,1,1.61
2023-01-03 13:35:27,2023-01-01 13:41:20,1,1.32
2023-01-03 13:21:34,2023-01-01 13:35:56,1,3.34
2023-01-03 13:51:11,2023-01-01 13:55:23,1,0.65
2023-01-03 13:29:22,2023-01-01 13:41:44,1,2.50
2023-01-03 13:22:43,2023-01-01 14:02:23,1,12.65
2023-01-03 13:03:40,2023-01-01 13:08:49,1,1.12
2023-01-03 13:50:15,2023-01-01 13:56:10,4,0.60
2023-01-03 13:20:48,2023-01-01 13:30:48,2,0.96
2023-01-03 13:31:23,2023-01-01 13:32:50,1,0.60
2023-01-03 13:49:39,2023-01-01 13:57:43,1,2.14
2023-01-03 13:44:07,2023-01-01 14:02:06,1,0.00
2023-01-03 13:12:54,2023-01-01 13:32:10,1,4.50
2023-01-03 13:37:49,2023-01-01 13:41:58,1,1.01
2023-01-03 13:19:44,2023-01-01 13:26:41,1,1.03
2023-01-03 13:45:49,2023-01-01 14:08:32,4,17.25
2023-01-03 13:31:05,2023-01-01 13:36:10,1,0.92
2023-01-03 13:30:02,2023-01-01 13:33:36,1,0.66
2023-01-03 13:35:52,2023-01-01 13:40:09,1,0.84
2023-01-03 13:57:13,2023-01-01 14:12:56,1,3.11
2023-01-03 13:39:56,2023-01-01 14:01:50,1,5.47
2023-01-03 13:01:33,2023-01-01 13:08:29,1,1.75
2023-01-03 13:30:28,2023-01-01 13:40:35,1,2.83
2023-01-03 13:58:09,2023-01-01 14:06:26,1,2.04
2023-01-03 13:27:52,2023-01-01 13:37:55,2,2.70
2023-01-03 13:34:07,2023-01-01 13:50:46,1,3.80
2023-01-03 13:25:00,2023-01-01 13:34:07,1,1.76
2023-01-03 13:03:56,2023-01-01 13:15:19,1,4.11
2023-01-03 13:17:20,2023-01-01 13:24:51,1,0.83
2023-01-03 13:32:45,2023-01-01 13:46:27,1,5.32
2023-01-03 13:29:03,2023-01-01 13:33:26,1,0.82
2023-01-03 13:41:00,2023-01-01 13:50:16,6,1.93
2023-01-03 13:37:34,2023-01-01 13:43:25,1,1.31
2023-01-03 13:33:30,2023-01-01 13:38:41,1,1.14
2023-01-03 13:50:22,2023-01-01 14:06:14,1,2.97
2023-01-03 14:09:42,2023-01-01 14:19:34,1,1.52
2023-01-03 14:00:37,2023-01-01 14:08:25,1,1.61
2023-01-05 14:34:18,2023-01-01 14:47:05,2,2.00
2023-01-05 14:08:09,2023-01-01 14:12:47,1,0.80
2023-01-05 14:36:41,2023-01-01 14:50:01,4,1.90
2023-01-05 14:34:05,2023-01-01 14:42:32,1,1.30
2023-01-05 14:07:54,2023-01-01 14:21:35,1,3.45
2023-01-05 14:57:43,2023-01-01 15:09:42,1,2.74
2023-01-05 14:10:14,2023-01-01 14:22:27,0,2.90
2023-01-05 14:32:32,2023-01-01 14:50:37,1,3.73
2023-01-05 14:43:09,2023-01-01 14:55:14,2,1.93
2023-01-05 14:07:19,2023-01-01 14:14:24,1,1.15
2023-01-05 14:07:11,2023-01-01 14:20:26,1,2.32
2023-01-05 14:44:40,2023-01-01 14:49:21,1,0.49
2023-01-05 14:14:41,2023-01-01 14:26:26,1,1.52
2023-01-05 14:13:23,2023-01-01 14:21:44,1,1.04
2023-01-05 14:44:54,2023-01-01 14:49:52,1,0.50
2023-01-05 14:54:31,2023-01-01 15:09:51,1,4.70
2023-01-05 14:36:50,2023-01-01 14:50:28,1,3.17
2023-01-05 14:07:39,2023-01-01 14:19:19,1,2.07
2023-01-05 12:29:17,2023-01-02 11:52:01,1,3.61
2023-01-05 15:01:46,2023-01-01 15:04:48,1,0.54
2023-01-05 14:33:27,2023-01-01 14:44:55,1,2.01
2023-01-05 14:51:01,2023-01-01 15:24:36,1,18.45
2023-01-05 14:36:40,2023-01-01 14:49:12,1,2.05
2023-01-05 14:36:51,2023-01-01 14:54:20,1,3.09
2023-01-05 14:03:19,2023-01-01 14:32:06,4,6.30
2023-01-05 14:59:43,2023-01-01 15:08:51,1,3.78
2023-01-05 14:49:18,2023-01-01 14:59:35,1,0.00
2023-01-05 14:05:22,2023-01-01 14:13:27,1,2.00
2023-01-05 14:33:59,2023-01-01 14:47:14,1,2.58
2023-01-05 14:48:41,2023-01-01 14:56:53,1,1.21
2023-01-05 14:29:19,2023-01-01 14:37:59,1,2.07
2023-01-05 13:34:51,2023-01-01 13:59:58,1,1.86
2023-01-05 14:18:52,2023-01-01 14:25:26,1,1.19
2023-01-05 14:28:59,2023-01-01 14:29:06,2,0.01
2023-01-05 14:27:31,2023-01-01 14:35:56,1,1.89
2023-01-05 14:33:31,2023-01-01 14:40:12,1,1.55
2023-01-05 14:06:35,2023-01-01 14:18:44,1,4.10
2023-01-05 14:32:16,2023-01-01 14:38:38,1,1.69
2023-01-05 15:03:01,2023-01-01 15:10:38,1,2.05
2023-01-05 14:13:36,2023-01-01 14:25:24,1,2.10
2023-01-05 14:28:35,2023-01-01 14:34:58,1,1.55
2023-01-05 14:29:39,2023-01-01 14:35:45,1,1.00
2023-01-05 14:42:14,2023-01-01 14:49:36,1,2.12
2023-01-09 14:05:50,2023-01-01 14:36:50,1,0.00
2023-01-09 14:39:02,2023-01-01 14:54:08,1,7.36
2023-01-09 14:58:13,2023-01-01 14:58:39,2,0.17
2023-01-09 14:07:35,2023-01-01 14:21:00,1,2.31
2023-01-09 14:40:46,2023-01-01 14:53:36,1,2.35
2023-01-09 14:49:49,2023-01-01 14:58:18,1,1.66
2023-01-09 14:46:03,2023-01-01 14:58:11,1,3.27
2023-01-09 14:45:54,2023-01-01 14:57:08,1,1.99
2023-01-09 14:14:42,2023-01-01 14:48:39,1,7.93
2023-01-09 14:29:14,2023-01-01 14:29:23,1,0.00
2023-01-09 14:13:54,2023-01-01 14:29:07,1,2.70
2023-01-09 14:03:22,2023-01-01 14:30:39,1,6.24
2023-01-09 14:15:36,2023-01-01 14:28:44,6,3.77
2023-01-09 14:36:18,2023-01-01 14:56:46,1,4.43
2023-01-09 14:28:36,2023-01-01 14:36:03,1,1.86
2023-01-09 14:43:54,2023-01-01 14:51:16,1,0.99
2023-01-09 14:31:40,2023-01-01 14:51:46,1,3.65
2023-01-09 14:32:54,2023-01-01 14:51:06,1,4.85
2023-01-09 14:35:57,2023-01-01 15:01:48,1,13.38
2023-01-09 13:33:56,2023-01-01 13:47:46,1,2.87
2023-01-09 14:00:18,2023-01-01 14:08:54,1,1.81
2023-01-09 15:02:22,2023-01-01 15:15:07,1,3.16
2023-01-09 15:32:43,2023-01-01 15:45:06,1,2.71
2023-01-09 15:10:12,2023-01-01 15:20:45,2,2.20
2023-01-09 15:39:50,2023-01-01 15:47:58,1,1.40
2023-01-09 16:00:04,2023-01-01 16:15:36,1,2.93
2023-01-09 15:42:48,2023-01-01 15:56:13,1,2.54
2023-01-09 15:39:08,2023-01-01 15:39:37,1,0.00
2023-01-09 15:40:17,2023-01-01 16:13:14,2,17.30
2023-01-09 15:12:02,2023-01-01 15:17:39,1,1.15
2023-01-09 14:59:35,2023-01-01 15:57:23,1,23.58
2023-01-09 15:46:36,2023-01-01 16:08:51,1,5.42
2023-01-09 15:24:29,2023-01-01 16:02:30,1,16.40
2023-01-09 15:25:59,2023-01-01 15:31:51,1,1.20
2023-01-09 15:58:52,2023-01-01 16:13:56,1,2.70
2023-01-09 15:17:36,2023-01-01 15:25:37,1,1.97
2023-01-09 15:35:19,2023-01-01 15:48:21,1,1.90
2023-01-09 15:59:28,2023-01-01 16:12:40,2,2.60
2023-01-09 15:37:37,2023-01-01 15:57:36,5,3.89
2023-01-09 15:26:30,2023-01-01 15:40:19,1,2.90
2023-01-09 15:57:29,2023-01-01 16:07:03,1,1.84
2023-01-09 15:38:44,2023-01-01 15:49:05,1,1.77
2023-01-09 15:23:07,2023-01-01 15:43:11,1,3.25
2023-01-09 15:07:45,2023-01-01 15:14:30,1,1.27
2023-01-09 15:37:57,2023-01-01 15:47:31,1,1.86
2023-01-09 15:22:03,2023-01-01 15:35:54,1,2.94
2023-01-09 15:32:45,2023-01-01 15:41:09,1,1.97
2023-01-09 15:53:19,2023-01-01 16:04:39,1,1.86
2023-01-09 15:29:01,2023-01-01 15:40:50,1,2.84
2023-01-09 15:53:33,2023-01-01 16:25:31,1,4.80
2023-01-09 15:01:54,2023-01-01 15:13:31,0,4.10
2023-01-09 15:38:01,2023-01-01 16:41:37,0,13.50
2023-01-02 15:08:08,2023-01-01 15:38:32,1,18.99
2023-01-02 15:47:16,2023-01-01 16:36:45,2,10.07
2023-01-02 15:32:41,2023-01-01 15:42:42,2,2.45
2023-01-02 14:59:40,2023-01-01 15:09:03,1,2.24
2023-01-02 15:21:15,2023-01-01 15:21:20,1,0.01
2023-01-02 15:21:27,2023-01-01 15:28:29,1,1.68
2023-01-02 15:37:56,2023-01-01 15:49:19,1,2.52
2023-01-02 15:22:33,2023-01-01 15:33:13,1,1.76
2023-01-02 15:59:34,2023-01-01 16:14:29,1,2.57
2023-01-02 15:33:41,2023-01-01 15:38:01,1,0.83
2023-01-02 16:58:45,2023-01-01 17:02:51,1,0.78
2023-01-02 15:37:58,2023-01-01 15:53:24,1,4.20
2023-01-02 15:02:52,2023-01-01 15:09:06,1,1.86
2023-01-02 15:54:45,2023-01-01 16:00:23,1,0.90
2023-01-02 15:10:39,2023-01-01 15:21:51,1,1.74
2023-01-02 15:36:15,2023-01-01 15:50:13,1,2.50
2023-01-02 15:36:43,2023-01-01 15:41:34,1,0.84
2023-01-02 12:28:37,2023-01-01 12:40:29,1,2.34
2023-01-02 15:25:07,2023-01-01 15:30:13,1,1.99
2023-01-02 15:46:43,2023-01-01 15:50:14,2,0.41
2023-01-02 15:55:38,2023-01-01 15:56:38,2,0.11
2023-01-02 15:27:44,2023-01-01 15:52:34,1,3.48
2023-01-02 15:29:25,2023-01-01 15:49:55,1,3.51
2023-01-02 15:22:43,2023-01-01 15:33:35,1,2.52
2023-01-02 15:51:08,2023-01-01 16:03:32,2,2.92
2023-01-02 15:25:02,2023-01-01 15:36:43,1,1.95
2023-01-02 15:22:20,2023-01-02 00:00:00,1,1.37
2023-01-02 15:39:02,2023-01-01 15:50:09,1,2.29
2023-01-02 15:01:22,2023-01-01 15:10:48,1,2.05
2023-01-02 15:59:01,2023-01-01 16:06:54,1,1.55
2023-01-02 15:35:02,2023-01-01 15:44:42,1,1.78
2023-01-02 15:02:09,2023-01-01 15:10:09,1,1.26
2023-01-02 15:37:09,2023-01-01 15:50:29,1,2.40
2023-01-02 15:03:34,2023-01-01 15:16:12,1,3.23
2023-01-02 15:27:09,2023-01-01 15:50:19,1,4.84
2023-01-02 15:13:06,2023-01-01 15:20:31,2,1.23
2023-01-02 15:23:21,2023-01-01 15:31:12,2,1.70
2023-01-02 15:41:13,2023-01-01 15:47:02,2,1.21
2023-01-02 15:47:50,2023-01-01 16:19:27,1,6.50
2023-01-08 15:02:39,2023-01-01 15:06:26,1,1.10
2023-01-08 15:28:27,2023-01-01 15:38:16,1,2.60
2023-01-08 15:26:28,2023-01-01 15:36:44,1,2.57
2023-01-08 15:45:32,2023-01-01 15:58:26,1,3.30
2023-01-08 15:39:04,2023-01-01 15:58:57,1,4.47
2023-01-08 15:33:53,2023-01-01 15:34:13,1,0.00
2023-01-08 15:34:52,2023-01-01 15:43:49,1,1.51
2023-01-08 15:44:59,2023-01-01 15:54:53,1,1.78
2023-01-08 15:38:08,2023-01-01 15:44:56,1,1.43
2023-01-08 15:32:38,2023-01-01 15:43:13,6,2.33
2023-01-08 15:53:10,2023-01-01 15:57:00,6,0.94
2023-01-08 15:26:35,2023-01-01 15:37:29,1,1.93
2023-01-08 15:58:59,2023-01-01 16:14:34,1,2.89
2023-01-08 15:40:50,2023-01-01 15:45:23,1,0.68
2023-01-08 15:49:52,2023-01-01 16:04:09,1,2.74
2023-01-08 15:21:00,2023-01-01 15:23:57,1,0.71
2023-01-08 15:42:24,2023-01-01 15:49:50,1,0.83
2023-01-08 15:33:05,2023-01-01 16:03:34,1,1.15
2023-01-08 15:03:21,2023-01-01 15:28:10,1,5.10
2023-01-08 15:19:17,2023-01-01 15:33:06,2,3.58
2023-01-08 15:00:33,2023-01-01 15:15:32,1,2.71
2023-01-08 15:32:51,2023-01-01 15:42:46,1,2.89
2023-01-08 15:34:10,2023-01-01 15:49:35,5,3.31
2023-01-08 14:36:37,2023-01-01 15:02:00,1,3.95
2023-01-08 16:16:17,2023-01-01 16:23:54,1,2.40
2023-01-08 16:40:16,2023-01-01 16:54:03,0,3.40
2023-01-08 16:38:36,2023-01-01 16:50:52,1,2.55
2023-01-08 16:04:36,2023-01-01 16:23:15,1,3.48
2023-01-08 16:18:00,2023-01-01 16:26:30,1,1.80
2023-01-08 16:02:37,2023-01-01 16:19:18,1,2.99
2023-01-08 16:36:15,2023-01-01 16:43:25,1,1.37
2023-01-08 16:51:33,2023-01-01 16:56:30,1,0.91
2023-01-08 16:19:39,2023-01-01 16:23:40,1,1.03
2023-01-08 16:38:34,2023-01-01 16:50:09,1,1.78
2023-01-08 16:02:54,2023-01-01 16:08:51,1,1.14
2023-01-08 16:32:22,2023-01-01 16:42:52,1,1.40
2023-01-08 16:59:39,2023-01-01 17:07:05,1,2.18
2023-01-08 16:27:34,2023-01-01 16:34:27,2,1.24
2023-01-08 16:37:23,2023-01-01 16:42:32,2,0.90
2023-01-08 16:03:59,2023-01-01 16:11:24,6,1.60
2023-01-08 16:07:15,2023-01-01 16:19:17,1,2.71
2023-01-08 15:37:57,2023-01-01 16:11:33,1,0.00
2023-01-08 16:20:22,2023-01-01 16:20:24,1,0.02
2023-01-08 16:32:36,2023-01-01 17:03:22,1,3.44
2023-01-08 16:09:38,2023-01-01 16:15:22,1,1.12
2023-01-08 16:24:15,2023-01-01 16:32:57,1,1.29
2023-01-08 16:38:27,2023-01-01 16:48:51,1,1.55
2023-01-08 16:54:39,2023-01-01 17:01:52,1,1.51
2023-01-08 16:37:18,2023-01-01 16:59:41,2,7.94
2023-01-08 16:38:32,2023-01-01 16:48:00,2,1.98
2023-01-08 16:57:08,2023-01-01 17:15:55,1,3.84
2023-01-08 16:55:36,2023-01-01 17:03:07,1,1.17
2023-01-08 16:40:35,2023-01-01 17:04:19,1,5.65
2023-01-07 16:53:45,2023-01-01 16:54:56,1,0.08
2023-01-07 16:22:27,2023-01-01 16:39:18,4,0.90
2023-01-07 16:52:19,2023-01-01 17:13:12,2,3.80
2023-01-07 16:19:40,2023-01-01 16:23:37,1,0.71
2023-01-07 16:27:27,2023-01-01 16:39:55,1,3.65
2023-01-07 16:07:31,2023-01-01 16:18:46,1,2.71
2023-01-07 16:46:03,2023-01-01 16:58:42,1,5.38
2023-01-07 16:34:31,2023-01-01 16:41:01,2,1.30
2023-01-07 16:09:51,2023-01-01 16:16:45,1,1.49
2023-01-07 16:29:55,2023-01-01 16:41:01,1,2.05
2023-01-07 16:58:21,2023-01-01 17:15:30,1,3.53
2023-01-07 16:35:28,2023-01-01 16:45:58,1,2.65
2023-01-07 16:28:55,2023-01-01 16:46:51,1,0.75
2023-01-07 16:10:23,2023-01-01 16:21:47,2,1.85
2023-01-07 17:01:35,2023-01-01 17:37:15,1,1.61
2023-01-07 16:54:41,2023-01-01 17:03:38,1,1.24
2023-01-07 16:46:57,2023-01-01 17:08:18,1,3.59
2023-01-07 16:27:16,2023-01-01 16:29:05,1,0.28
2023-01-07 16:34:45,2023-01-01 16:46:14,1,2.09
2023-01-07 16:58:17,2023-01-01 17:43:41,1,7.01
2023-01-07 16:34:00,2023-01-01 16:34:02,2,0.00
2023-01-07 16:10:06,2023-01-01 16:20:26,1,1.40
2023-01-07 16:42:07,2023-01-01 16:54:34,1,5.44
2023-01-07 16:26:15,2023-01-01 16:31:50,1,0.90
2023-01-07 16:43:45,2023-01-01 16:51:15,1,1.10
2023-01-07 16:41:08,2023-01-01 16:53:00,1,2.10
2023-01-07 16:39:01,2023-01-01 16:48:30,1,1.40
2023-01-07 16:58:48,2023-01-01 17:05:43,1,0.16
2023-01-07 16:38:36,2023-01-01 16:47:12,1,1.27
2023-01-07 16:08:11,2023-01-01 17:02:53,3,14.81
2023-01-07 16:35:16,2023-01-01 16:44:38,1,1.86
2023-01-07 16:51:16,2023-01-01 17:04:32,1,2.43
2023-01-07 16:32:44,2023-01-01 16:44:15,1,2.25
2023-01-07 16:39:34,2023-01-01 16:49:28,1,2.25
2023-01-07 16:00:09,2023-01-01 16:06:50,1,1.70
2023-01-07 16:11:15,2023-01-01 16:14:58,1,1.70
2023-01-07 16:32:01,2023-01-01 16:46:31,1,3.10
2023-01-11 16:33:10,2023-01-01 16:50:13,1,3.87
2023-01-11 16:15:55,2023-01-01 16:26:54,1,1.71
2023-01-11 16:35:06,2023-01-01 16:49:45,1,2.93
2023-01-11 16:33:30,2023-01-01 16:49:29,1,2.10
2023-01-11 16:33:13,2023-01-01 16:46:37,1,2.56
2023-01-11 16:41:34,2023-01-01 17:04:06,1,4.08
2023-01-11 16:20:42,2023-01-01 16:20:54,1,0.00
2023-01-11 16:08:48,2023-01-01 16:15:42,1,1.01
2023-01-11 16:15:43,2023-01-01 16:26:50,1,2.17
2023-01-11 16:34:32,2023-01-01 16:44:28,6,1.88
2023-01-11 16:38:14,2023-01-01 16:49:48,1,1.61
2023-01-11 16:59:06,2023-01-01 17:14:36,1,4.45
2023-01-11 16:51:17,2023-01-01 17:07:13,1,0.00
2023-01-11 16:04:56,2023-01-01 16:19:28,1,2.11
2023-01-11 16:39:01,2023-01-01 16:55:50,1,3.10
2023-01-11 16:39:07,2023-01-01 16:58:45,1,3.14
2023-01-11 16:17:47,2023-01-01 16:31:01,1,1.57
2023-01-11 16:38:55,2023-01-01 16:52:58,1,3.39
2023-01-11 16:41:48,2023-01-01 16:53:42,1,2.04
2023-01-11 16:27:04,2023-01-01 16:34:23,1,1.23
2023-01-11 16:53:10,2023-01-01 16:56:58,1,0.85
2023-01-11 15:22:13,2023-01-01 15:27:06,1,0.86
2023-01-11 15:53:09,2023-01-01 16:13:45,1,3.27
2023-01-11 17:23:01,2023-01-01 18:01:57,1,11.08
2023-01-11 17:57:56,2023-01-01 18:01:49,1,0.45
2023-01-11 17:30:25,2023-01-01 17:44:27,1,1.94
2023-01-11 17:35:53,2023-01-01 17:51:59,1,3.49
